Track Name,Artist,Streams,Years,Genre,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10
All Day Long,Chance the Rapper,993349.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,988346.0,2019.0,pop, electronic trap, dance pop, edm, pop dance, pop rap,,,,
"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,973035.0,2019.0,pop, electronic trap, dance pop, edm, pop dance, pop rap,,,,
Hot Shower,Chance the Rapper,962636.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Do You Remember,Chance the Rapper,920806.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Bellacoso,Residente,858601.0,2019.0,venezuelan hip hop,,,,,,,,,
Nummer,Ufo361,850903.0,2019.0,german cloud rap, german hip hop,,,,,,,,
Single Again,Big Sean,802341.0,2019.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
RNP (feat. Anderson .Paak),Cordae,788976.0,2019.0,rap, dmv rap, vapor trap, hip hop, trap, underground hip hop, pop rap,,,
Mein Kopf,MERO,752959.0,2019.0,german hip hop,,,,,,,,,
Eternal,Chance the Rapper,730848.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Caught Up (feat. Khalid),Khalid,725304.0,2019.0,pop,,,,,,,,,
Flash Pose,Pabllo Vittar,688392.0,2019.0,funk pop, pop nacional, pop lgbtq+ brasileira, funk carioca, dance pop, pop,,,,
We Go High,Chance the Rapper,812040.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Handsome,Chance the Rapper,804660.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Ballin Flossin,Chance the Rapper,722646.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Slide Around,Chance the Rapper,706626.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
I Got You (Always and Forever),Chance the Rapper,676467.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
La Boca - Remix,Mau y Ricky,671979.0,2019.0,pop venezolano, reggaeton, trap latino, latin pop, latin,,,,,
TijolÃ£o - Ao Vivo,Jorge & Mateus,632346.0,2019.0,sertanejo universitario,,,,,,,,,
Roo,Chance the Rapper,625239.0,2019.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
boyfriend (with Social House),Ariana Grande,4907855.0,2019.0,pop, post-teen pop, dance pop,,,,,,,
"fuck, im lonely",Lauv,1809799.0,2019.0,pop, post-teen pop, electropop, dance pop,,,,,,
Dreams Money Can Buy,Drake,1510648.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
How Bout Now,Drake,1401031.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
The Motion,Drake,1387912.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Trust Issues,Drake,1352235.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Days in The East,Drake,1018690.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
5 Am in Toronto,Drake,1008447.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Club Paradise,Drake,1005693.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
4pm in Calabasas,Drake,1003396.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Draft Day,Drake,927811.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Jodeci Freestyle (feat. J. Cole),Drake,888057.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
I Get Lonely,Drake,822246.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
AtrÃ©vete,Nicky Jam,805307.0,2019.0,latin, reggaeton, latin hip hop, trap latino,,,,,,
Girls Love BeyoncÃ© (feat. James Fauntleroy),Drake,790950.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Right Back (feat. A Boogie Wit Da Hoodie),Khalid,779794.0,2019.0,pop,,,,,,,,,
OMG (with Carly Rae Jepsen),Gryffin,772189.0,2019.0,pop dance, tropical house, edm, pop, dance pop, pop edm, electro house,,,
My Side,Drake,732308.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Eiskalt,Loredana,728878.0,2019.0,frauenrap, kosovan pop, romanian pop, german hip hop,,,,,,
Free Spirit (feat. Rick Ross),Drake,699242.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Can I,Drake,684206.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Paris Morton Music,Drake,669961.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Si Se Da - Remix,Myke Towers,766973.0,2019.0,trap latino,,,,,,,,,
Love Me,Lil Tecca,564681.0,2019.0,melodic rap, trap, rap,,,,,,,
Fear Inoculum,TOOL,870962.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
All For Us - from the HBO Original Series Euphoria,Labrinth,667104.0,2019.0,pop, indie poptimism,,,,,,,,
Small Talk,Katy Perry,1986107.0,2019.0,pop, post-teen pop, dance pop,,,,,,,
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1947607.0,2019.0,trap queen, houston rap, pop rap, pop,,,,,,
!,Trippie Redd,1266004.0,2019.0,melodic rap, rap, trap,,,,,,,
Snake Skin,Trippie Redd,1181402.0,2019.0,melodic rap, rap, trap,,,,,,,
No Way!,Bazzi,1066749.0,2019.0,pop, post-teen pop, dance pop, electropop, pop rap,,,,,
They Afraid Of You,Trippie Redd,1016847.0,2019.0,melodic rap, rap, trap,,,,,,,
Mac 10,Trippie Redd,899100.0,2019.0,melodic rap, rap, trap,,,,,,,
Critical Darling,Slipknot,867435.0,2019.0,double drumming, rap metal, alternative metal, nu metal,,,,,,
Tutu,Camilo,854360.0,2019.0,reggaeton colombiano, colombian pop,,,,,,,,
Hair Down (feat. Kendrick Lamar),SiR,836022.0,2019.0,alternative rnb, la pop, rnb, indie soul, rap, hip hop, underground hip hop,,,
Nero Forte,Slipknot,821009.0,2019.0,double drumming, rap metal, alternative metal, nu metal,,,,,,
Be Yourself,Trippie Redd,815960.0,2019.0,melodic rap, rap, trap,,,,,,,
Naeem,Bon Iver,781309.0,2019.0,eau claire indie, melancholia, indie folk,,,,,,,
Immortal,Trippie Redd,765908.0,2019.0,melodic rap, rap, trap,,,,,,,
I Try,Trippie Redd,742162.0,2019.0,melodic rap, rap, trap,,,,,,,
Birth Of The Cruel,Slipknot,727928.0,2019.0,double drumming, rap metal, alternative metal, nu metal,,,,,,
Throw It Away,Trippie Redd,675439.0,2019.0,melodic rap, rap, trap,,,,,,,
Rooting For You,Alessia Cara,675290.0,2019.0,pop, post-teen pop, pop, rnb, dance pop, electropop,,,,
My Type,Saweetie,616533.0,2019.0,trap queen, pop, pop rap, cali rap, dance pop,,,,,
Daddy (feat. Rich The Kid),Blueface,541892.0,2019.0,cali rap, trap,,,,,,,,
Goteo,Duki,618571.0,2019.0,trap triste, argentine hip hop, trap argentino, trap latino,,,,,,
CANGURO,WOS,616648.0,2019.0,trap argentino, argentine indie,,,,,,,,
Did It Again,Lil Tecca,597235.0,2019.0,melodic rap, trap, rap,,,,,,,
Ransom (with Juice WRLD) - Remix,Lil Tecca,659156.0,2019.0,melodic rap, trap, rap,,,,,,,
Lover,Taylor Swift,3635889.0,2019.0,pop, post-teen pop,,,,,,,,
Soltera (Remix),Lunay,2085682.0,2019.0,trap latino, reggaeton, latin, reggaeton flow, latin pop,,,,,
"Yo x Ti, Tu x Mi",ROSALÃA,2024609.0,2019.0,rnb en espanol,,,,,,,,,
Slide Away,Miley Cyrus,1860476.0,2019.0,pop, post-teen pop, dance pop,,,,,,,
Bad Bad Bad (feat. Lil Baby),Young Thug,1572549.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Wont Be Late (feat. Drake),Swae Lee,1477779.0,2019.0,melodic rap, trap,,,,,,,,
Motivation,Normani,1375280.0,2019.0,post-teen pop, rnb, pop, dance pop,,,,,,
Baby (Lil Baby feat. DaBaby),Quality Control,1099031.0,2019.0,melodic rap, rap, trap, southern hip hop, pop rap, hip hop,,,,
Hot (feat. Gunna),Young Thug,1058520.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Whats the Move (feat. Lil Uzi Vert),Young Thug,979011.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Surf (feat. Gunna),Young Thug,916433.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Just How It Is,Young Thug,901960.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Sup Mate (feat. Future),Young Thug,878253.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Home (feat. Bonn),Martin Garrix,828670.0,2019.0,dutch edm, pop dance, edm, tropical house, pop, progressive house, dance pop,,,
Be Honest (feat. Burna Boy),Jorja Smith,786928.0,2019.0,uk contemporary rnb, rnb, pop,,,,,,,
Ecstasy (feat. Machine Gun Kelly),Young Thug,771670.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,738444.0,2019.0,argentine hip hop, pop venezolano, trap argentino, trap latino,,,,,,
In Your Arms (with X Ambassadors),ILLENIUM,706574.0,2019.0,melodic dubstep, pop dance, tropical house, edm, pop, electropop,,,,
Heartless (feat. Morgan Wallen),Diplo,686439.0,2019.0,moombahton, bmore, edm, pop dance, ninja, house, tropical house, electro house, pop, dance pop
Jet Lag,A$AP Ferg,686002.0,2019.0,rap, trap, pop rap, hip hop, southern hip hop, underground hip hop,,,,
Mannequin Challenge (feat. Juice WRLD),Young Thug,682625.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Yeah,Luciano,679268.0,2019.0,german drill, german hip hop,,,,,,,,
Light It Up,Young Thug,665862.0,2019.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
Te SoÃ±Ã© de Nuevo,Ozuna,657248.0,2019.0,puerto rican pop, trap latino, reggaeton, latin,,,,,,
SLOW DANCING IN THE DARK,Joji,556961.0,2019.0,viral pop, alternative rnb,,,,,,,,
Call You Mine,The Chainsmokers,935978.0,2019.0,pop, pop dance, tropical house, edm, electropop, dance pop,,,,
Outnumbered,Dermot Kennedy,607681.0,2019.0,irish pop, folk-pop, pop,,,,,,,
Good as Hell,Lizzo,1065361.0,2019.0,minnesota hip hop, pop, trap queen, pop rap, escape room, dance pop, post-teen pop,,,
Teeth,5 Seconds of Summer,897788.0,2019.0,pop, boy band, post-teen pop, dance pop, electropop,,,,,
The Man,Taylor Swift,4612079.0,2019.0,pop, post-teen pop,,,,,,,,
Cruel Summer,Taylor Swift,4103386.0,2019.0,pop, post-teen pop,,,,,,,,
I Forgot That You Existed,Taylor Swift,4088065.0,2019.0,pop, post-teen pop,,,,,,,,
I Think He Knows,Taylor Swift,3074896.0,2019.0,pop, post-teen pop,,,,,,,,
Miss Americana & The Heartbreak Prince,Taylor Swift,3047195.0,2019.0,pop, post-teen pop,,,,,,,,
Paper Rings,Taylor Swift,3035132.0,2019.0,pop, post-teen pop,,,,,,,,
Cornelia Street,Taylor Swift,2751051.0,2019.0,pop, post-teen pop,,,,,,,,
London Boy,Taylor Swift,2708555.0,2019.0,pop, post-teen pop,,,,,,,,
Death By A Thousand Cuts,Taylor Swift,2466498.0,2019.0,pop, post-teen pop,,,,,,,,
Soon Youâ€™ll Get Better (feat. The Chicks),Taylor Swift,2307187.0,2019.0,pop, post-teen pop,,,,,,,,
False God,Taylor Swift,2210386.0,2019.0,pop, post-teen pop,,,,,,,,
Afterglow,Taylor Swift,2110831.0,2019.0,pop, post-teen pop,,,,,,,,
Daylight,Taylor Swift,1834253.0,2019.0,pop, post-teen pop,,,,,,,,
Itâ€™s Nice To Have A Friend,Taylor Swift,1801520.0,2019.0,pop, post-teen pop,,,,,,,,
Adicto (with Anuel AA & Ozuna),Tainy,1412229.0,2019.0,reggaeton, trap latino, latin, latin hip hop, pop reggaeton, latin pop, reggaeton flow,,,
NO HALO,BROCKHAMPTON,1287569.0,2019.0,boy band, rap, hip hop,,,,,,,
Nummer 1,Capital Bra,1251333.0,2019.0,german hip hop,,,,,,,,,
Fuck it I love you,Lana Del Rey,1161739.0,2019.0,art pop, pop,,,,,,,,
I Warned Myself,Charlie Puth,964544.0,2019.0,pop, viral pop, post-teen pop, dance pop,,,,,,
BOY BYE,BROCKHAMPTON,846773.0,2019.0,boy band, rap, hip hop,,,,,,,
SUGAR,BROCKHAMPTON,800406.0,2019.0,boy band, rap, hip hop,,,,,,,
People,The 1975,763604.0,2019.0,pop, modern rock, modern alternative rock, rock,,,,,,
The greatest,Lana Del Rey,735427.0,2019.0,art pop, pop,,,,,,,,
Roller,Apache 207,712319.0,2019.0,german hip hop,,,,,,,,,
Intro-RÃ©sumÃ©,Miami Yacine,709242.0,2019.0,german hip hop, albanian hip hop,,,,,,,,
hot girl bummer,blackbear,694440.0,2019.0,pop rap, pop, electropop, modern rock,,,,,,
#PROUDCATOWNERREMIX,XXXTENTACION,679370.0,2019.0,miami hip hop, emo rap,,,,,,,,
Brillis,Shirin David,677725.0,2019.0,frauenrap, german hip hop, german pop,,,,,,,
ST. PERCY,BROCKHAMPTON,664212.0,2019.0,boy band, rap, hip hop,,,,,,,
quando a bad bater - ao vivo,Luan Santana,667481.0,2019.0,sertanejo universitario, sertanejo, sertanejo pop, funk carioca,,,,,,
F.N,Lil Tjay,637247.0,2019.0,melodic rap, nyc rap, brooklyn drill,,,,,,,
Babushka Boi,A$AP Rocky,1102188.0,2019.0,rap, east coast hip hop, hip hop, trap,,,,,,
Bezerk (feat. A$AP Ferg),Big Sean,732303.0,2019.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
BUTTERFLY EFFECT,Travis Scott,675302.0,2019.0,slap house, rap,,,,,,,,
Circles,Post Malone,4777797.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Norman fucking Rockwell,Lana Del Rey,2122231.0,2019.0,art pop, pop,,,,,,,,
Graduation (with Juice WRLD),benny blanco,1322748.0,2019.0,pop, pop rap, electropop, pop dance,,,,,,
Pneuma,TOOL,1222055.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
Cinnamon Girl,Lana Del Rey,1177063.0,2019.0,art pop, pop,,,,,,,,
Mariners Apartment Complex,Lana Del Rey,1130869.0,2019.0,art pop, pop,,,,,,,,
Love song,Lana Del Rey,1103727.0,2019.0,art pop, pop,,,,,,,,
Invincible,TOOL,1061593.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
Venice Bitch,Lana Del Rey,1009725.0,2019.0,art pop, pop,,,,,,,,
Shots,Lil Tecca,989465.0,2019.0,melodic rap, trap, rap,,,,,,,
How to disappear,Lana Del Rey,936078.0,2019.0,art pop, pop,,,,,,,,
California,Lana Del Rey,933129.0,2019.0,art pop, pop,,,,,,,,
7empest,TOOL,923777.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
UP IN SMOKE,RIN,888971.0,2019.0,german cloud rap, german hip hop,,,,,,,,
Litanie contre la Peur,TOOL,856609.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
Descending,TOOL,853394.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
Vendetta,RAF Camora,848303.0,2019.0,german hip hop,,,,,,,,,
The Next Best American Record,Lana Del Rey,800030.0,2019.0,art pop, pop,,,,,,,,
Happiness is a butterfly,Lana Del Rey,783313.0,2019.0,art pop, pop,,,,,,,,
Fendi Drip,Luciano,758571.0,2019.0,german drill, german hip hop,,,,,,,,
Legion Inoculant,TOOL,758365.0,2019.0,alternative metal, nu metal, progressive metal, rock, progressive rock, alternative rock, art rock,,,
Not 20 Anymore,Bebe Rexha,749279.0,2019.0,pop, dance pop, post-teen pop, electropop,,,,,,
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",DÃ­melo Flow,651444.0,2019.0,trap latino, perreo, reggaeton flow, reggaeton, latin,,,,,
Liar,Camila Cabello,944818.0,2019.0,pop, post-teen pop, dance pop, electropop,,,,,,
Shameless,Camila Cabello,891763.0,2019.0,pop, post-teen pop, dance pop, electropop,,,,,,
Saint-Tropez,Post Malone,6207837.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Hollywoods Bleeding,Post Malone,5585004.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Enemies (feat. DaBaby),Post Malone,5397210.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,4843981.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Die For Me (feat. Future & Halsey),Post Malone,4364654.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
On The Road (feat. Meek Mill & Lil Baby),Post Malone,4023514.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
A Thousand Bad Times,Post Malone,3969818.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Allergic,Post Malone,3929702.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Staring At The Sun (feat. SZA),Post Malone,3381981.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Im Gonna Be,Post Malone,3325675.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Internet,Post Malone,2651039.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Myself,Post Malone,2579933.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
I Know,Post Malone,2464079.0,2019.0,dfw rap, melodic rap, rap,,,,,,,
Huracan,Samra,1338698.0,2019.0,german hip hop,,,,,,,,,
Kein Plan,Loredana,1239587.0,2019.0,frauenrap, kosovan pop, romanian pop, german hip hop,,,,,,
Wanted,OneRepublic,1224233.0,2019.0,pop rock, piano rock, pop, dance pop, post-teen pop,,,,,
Carry Me Away,John Mayer,904926.0,2019.0,neo mellow, singer-songwriter, pop rock, pop,,,,,,
Susamam,ÅžanÄ±ÅŸer,825680.0,2019.0,turkish hip hop,,,,,,,,,
Indeciso,Reik,732052.0,2019.0,latin pop, latin arena pop, latin, mexican pop,,,,,,
Ride It,Regard,718303.0,2019.0,slap house, pop dance, tropical house, edm, dance pop, pop edm,,,,
MÃ©chant,Niska,706008.0,2019.0,pop urbaine, french hip hop, francoton, rap francais,,,,,,
Te Quemaste,Manuel Turizo,680752.0,2019.0,reggaeton colombiano, colombian pop, reggaeton, trap latino, latin,,,,,
Show & Tell,Melanie Martinez,618075.0,2019.0,electropop, pop, alt z, modern rock, dance pop,,,,,
223s (feat. 9lokknine),YNW Melly,675942.0,2019.0,melodic rap, trap,,,,,,,,
Wheels on the Bus,Melanie Martinez,645850.0,2019.0,electropop, pop, alt z, modern rock, dance pop,,,,,
Donâ€™t Call Me Angel (Charlieâ€™s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,5878568.0,2019.0,pop, post-teen pop, dance pop,,,,,,,
Graveyard,Halsey,2312853.0,2019.0,pop, etherpop, post-teen pop, electropop, dance pop, indie poptimism,,,,
Que Calor (with J Balvin & El Alfa),Major Lazer,1380948.0,2019.0,moombahton, pop, edm, dance pop, pop dance, pop rap, electro house,,,
Behind Barz - Bonus,Drake,1100184.0,2019.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Mood Swings,A Boogie Wit da Hoodie,951540.0,2019.0,melodic rap, rap, trap, pop rap,,,,,,
Panini - DaBaby Remix,Lil Nas X,882724.0,2019.0,lgbtq+ hip hop, pop rap,,,,,,,,
Genick,Loredana,858148.0,2019.0,frauenrap, kosovan pop, romanian pop, german hip hop,,,,,,
Somebody To Love,OneRepublic,829144.0,2019.0,pop rock, piano rock, pop, dance pop, post-teen pop,,,,,
Mother,Charlie Puth,779645.0,2019.0,pop, viral pop, post-teen pop, dance pop,,,,,,
Camelot,NLE Choppa,824147.0,2019.0,memphis hip hop,,,,,,,,,
Supera - Ao Vivo,MarÃ­lia MendonÃ§a,717367.0,2019.0,sertanejo pop, sertanejo,,,,,,,,
"DJ No Pare (feat. Zion, Dalex, Lenny TavÃ¡rez) - Remix",Justin Quiles,703266.0,2019.0,trap latino, reggaeton, latin,,,,,,,
Sentou e Gostou,MC JottaPÃª,677929.0,2019.0,funk carioca, funk paulista,,,,,,,,
Memories,Maroon 5,1930128.0,2019.0,pop, pop rock,,,,,,,,
110,Capital Bra,1523448.0,2019.0,german hip hop,,,,,,,,,
Ronin,Bushido,1326935.0,2019.0,german hip hop,,,,,,,,,
200 km/h,Apache 207,1247666.0,2019.0,german hip hop,,,,,,,,,
Feelings,Lauv,1138082.0,2019.0,pop, post-teen pop, electropop, dance pop,,,,,,
Summer Cem (feat. Luciano),Summer Cem,1092422.0,2019.0,german hip hop,,,,,,,,,
Adriana,RAF Camora,1070011.0,2019.0,german hip hop,,,,,,,,,
INTRO,DaBaby,905256.0,2019.0,north carolina hip hop, rap,,,,,,,,
Fuori E Dentro (feat. tha Supreme),Gemitaiz,862327.0,2019.0,italian hip hop,,,,,,,,,
God Is A Dancer (with Mabel),TiÃ«sto,850703.0,2019.0,slap house, dutch edm, brostep, big room, pop dance, edm, tropical house, trance, house, dance pop
Esagono (feat. Salmo),Gemitaiz,747774.0,2019.0,italian hip hop,,,,,,,,,
No Te DebÃ­ Besar,C. Tangana,733095.0,2019.0,urbano espanol,,,,,,,,,
Nur mit Dir (feat. Xavier Naidoo),Shirin David,700947.0,2019.0,frauenrap, german hip hop, german pop,,,,,,,
Pin the Grenade,blink-182,696456.0,2019.0,socal pop punk, pop punk, punk,,,,,,,
QuizÃ¡s,Rich Music LTD,693452.0,2019.0,trap latino, reggaeton, latin,,,,,,,
Hit Contagiante,Felipe Original,646358.0,2019.0,brega funk, funk carioca,,,,,,,,
Cuerpo en Venta,Noriel,575223.0,2019.0,trap latino, reggaeton flow, reggaeton, latin hip hop, latin,,,,,
Feel Special,TWICE,856775.0,2019.0,k-pop girl group, k-pop,,,,,,,,
Fantasias,Rauw Alejandro,644193.0,2019.0,puerto rican pop, trap latino,,,,,,,,
BOP,DaBaby,2154772.0,2019.0,north carolina hip hop, rap,,,,,,,,
VIBEZ,DaBaby,1797537.0,2019.0,north carolina hip hop, rap,,,,,,,,
Writing on the Wall (feat. Post Malone & Cardi B),French Montana,1544259.0,2019.0,rap, trap, pop rap, southern hip hop, hip hop, gangster rap,,,,
RAW SHIT (feat. Migos),DaBaby,1389115.0,2019.0,north carolina hip hop, rap,,,,,,,,
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,1326557.0,2019.0,north carolina hip hop, rap,,,,,,,,
OFF THE RIP,DaBaby,1300484.0,2019.0,north carolina hip hop, rap,,,,,,,,
"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,1212637.0,2019.0,north carolina hip hop, rap,,,,,,,,
POP STAR (feat. Kevin Gates),DaBaby,1192146.0,2019.0,north carolina hip hop, rap,,,,,,,,
Honda Civic,The Cratez,1190857.0,2019.0,german hip hop, deep german hip hop, german underground rap, german trap, hamburg hip hop,,,,,
Lonely,Diplo,1126174.0,2019.0,moombahton, bmore, edm, pop dance, ninja, house, tropical house, electro house, pop, dance pop
QuÃ© Pena,Maluma,1097230.0,2019.0,reggaeton colombiano, reggaeton, latin,,,,,,,
Si Te Vas,Sech,1085693.0,2019.0,panamanian pop, trap latino, reggaeton, latin,,,,,,
iPHONE (with Nicki Minaj),DaBaby,1084067.0,2019.0,north carolina hip hop, rap,,,,,,,,
REALLY (feat. Stunna 4 Vegas),DaBaby,1063934.0,2019.0,north carolina hip hop, rap,,,,,,,,
Chicken Noodle Soup (feat. Becky G),j-hope,1063286.0,2019.0,k-rap, k-pop,,,,,,,,
Good Thing (with Kehlani),Zedd,1059218.0,2019.0,pop, dance pop, edm, pop dance, german techno, complextro, post-teen pop, tropical house, electro house, electropop
XXL,DaBaby,1000451.0,2019.0,north carolina hip hop, rap,,,,,,,,
PROLLY HEARD,DaBaby,959633.0,2019.0,north carolina hip hop, rap,,,,,,,,
FabergÃ©,RIN,953151.0,2019.0,german cloud rap, german hip hop,,,,,,,,
Trampoline (with ZAYN),SHAED,927498.0,2019.0,electropop, pop,,,,,,,,
THERE HE GO,DaBaby,898553.0,2019.0,north carolina hip hop, rap,,,,,,,,
Hash Hash,SSIO,885617.0,2019.0,hamburg hip hop, deep german hip hop, german hip hop,,,,,,,
Gaiola Ã‰ o Troco,MC Du Black,657290.0,2019.0,funk carioca,,,,,,,,,
El Triste,JosÃ© JosÃ©,611197.0,2019.0,cancion melodica, bolero, latin pop,,,,,,,
VALENTINO,24kGoldn,595949.0,2019.0,cali rap,,,,,,,,,
Stuck In A Dream (feat. Gunna),Lil Mosey,645970.0,2019.0,melodic rap, rap conscient, vapor trap, trap, rap,,,,,
AYA,Murda,649415.0,2019.0,turkish trap, basshall,,,,,,,,
HIGHEST IN THE ROOM,Travis Scott,8000249.0,2019.0,slap house, rap,,,,,,,,
"10,000 Hours (with Justin Bieber)",Dan + Shay,3675426.0,2019.0,contemporary country, country, pop,,,,,,,
Bandit (with YoungBoy Never Broke Again),Juice WRLD,2329887.0,2019.0,melodic rap, chicago rap,,,,,,,,
Cry for Me,Camila Cabello,1563388.0,2019.0,pop, post-teen pop, dance pop, electropop,,,,,,
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,1481635.0,2019.0,rnb, pop,,,,,,,,
Berlin lebt wie nie zuvor,Capital Bra,1136650.0,2019.0,german hip hop,,,,,,,,,
Nice To Meet Ya,Niall Horan,1055434.0,2019.0,pop, post-teen pop, dance pop,,,,,,,
Come Thru (with Usher),Summer Walker,933274.0,2019.0,rnb, pop,,,,,,,,
POPOPOP,Gambi,874958.0,2019.0,francoton, pop urbaine, rap francais, french hip hop,,,,,,
Sims,Lauv,836650.0,2019.0,pop, post-teen pop, electropop, dance pop,,,,,,
Jopping,SuperM,823184.0,2019.0,k-pop,,,,,,,,,
GigolÃ² (feat. Sfera Ebbasta & Capo Plaza),Lazza,807084.0,2019.0,italian hip hop, trap italiana,,,,,,,,
The Less I Know The Better,Tame Impala,618562.0,2019.0,australian psych, neo-psychedelic,,,,,,,,
Ballin (with Roddy Ricch),Mustard,618417.0,2019.0,rap, pop rap, trap, cali rap, southern hip hop, hip hop,,,,
What Am I,Why Dont We,611773.0,2019.0,teen pop, pop, boy band, post-teen pop, dance pop,,,,,
Bellaquita,Dalex,635874.0,2019.0,rnb en espanol, trap latino, reggaeton, latin,,,,,,
Lights Up,Harry Styles,4666429.0,2019.0,pop, post-teen pop,,,,,,,,
Easy,Camila Cabello,1450418.0,2019.0,pop, post-teen pop, dance pop, electropop,,,,,,
Quizas,Rich Music LTD,1317536.0,2019.0,trap latino, reggaeton, latin,,,,,,,
original me (feat. dan reynolds of imagine dragons),YUNGBLUD,933897.0,2019.0,british indie rock, modern rock, rock, pop,,,,,,
Wir sind Kral,Ufo361,808012.0,2019.0,german cloud rap, german hip hop,,,,,,,,
Puta Madre,RAF Camora,742715.0,2019.0,german hip hop,,,,,,,,,
