Track Name,Artist,Streams,Years,Genre,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10
Loca (feat. Cali y El Dandee),Maite Perroni,442873.0,2017.0,mexican pop, latin pop,,,,,,,,
Would You Ever,Skrillex,954256.0,2017.0,brostep, edm, electro, complextro, pop dance,,,,,
Boys,Charli XCX,837426.0,2017.0,electropop, dance pop, uk pop, metropopolis, pop, candy pop, hyperpop, art pop, post-teen pop,
Learn To Let Go,Kesha,723176.0,2017.0,dance pop, pop, post-teen pop, electropop,,,,,,
Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,673060.0,2017.0,belgian edm,,,,,,,,,
Marmalade (feat. Lil Yachty),Macklemore,582250.0,2017.0,seattle hip hop, pop rap,,,,,,,,
Worst In Me,Julia Michaels,571769.0,2017.0,pop, post-teen pop, alt z, dance pop, electropop,,,,,
Either Way (feat. Joey Bada$$),Snakehips,487463.0,2017.0,tropical house, edm, electropop, pop, pop dance, indie poptimism, dance pop,,,
Bella y Sensual,Romeo Santos,474019.0,2017.0,bachata, latin,,,,,,,,
Run For Cover,The Killers,464515.0,2017.0,dance rock, permanent wave, modern rock, rock,,,,,,
Bodak Yellow,Cardi B,452681.0,2017.0,pop rap, pop, rap, dance pop,,,,,,
Why,Sabrina Carpenter,389634.0,2017.0,pop, post-teen pop, viral pop, alt z, dance pop, electropop,,,,
You Da Baddest (feat. Nicki Minaj),Future,421907.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Sua cara (feat. Anitta & Pabllo Vittar),Major Lazer,733429.0,2017.0,moombahton, pop, edm, dance pop, pop dance, pop rap, electro house,,,
Loco Enamorado,Abraham Mateo,426463.0,2017.0,latin viral pop, latin arena pop, latin pop, reggaeton, spanish pop, latin,,,,
OMG (feat. Quavo),Camila Cabello,1040842.0,2017.0,pop, post-teen pop, dance pop, electropop,,,,,,
Havana,Camila Cabello,810209.0,2017.0,pop, post-teen pop, dance pop, electropop,,,,,,
Perplexing Pegasus,Rae Sremmurd,726765.0,2017.0,rap, mississippi hip hop, melodic rap, trap, pop rap, southern hip hop, hip hop,,,
Reminder - Remix,The Weeknd,710887.0,2017.0,pop, rnb, pop,,,,,,,
Hymn,Kesha,603815.0,2017.0,dance pop, pop, post-teen pop, electropop,,,,,,
Thats It (feat. Gucci Mane & 2 Chainz),Bebe Rexha,473530.0,2017.0,pop, dance pop, post-teen pop, electropop,,,,,,
More Mess,Kungs,469560.0,2017.0,tropical house, new french touch, pop dance,,,,,,,
Robarte un Beso,Carlos Vives,483308.0,2017.0,colombian pop, champeta, latin, vallenato, latin pop, tropical,,,,
K.O.,Pabllo Vittar,442197.0,2017.0,funk pop, pop nacional, pop lgbtq+ brasileira, funk carioca, dance pop, pop,,,,
Bebe (feat. Anuel AA),Ozuna,436367.0,2017.0,puerto rican pop, trap latino, reggaeton, latin,,,,,,
do re mi (feat. Gucci Mane),blackbear,397529.0,2017.0,pop rap, pop, electropop, modern rock,,,,,,
Ex Calling,6LACK,382754.0,2017.0,melodic rap, rap, atl hip hop, rnb, trap, alternative rnb, pop rap, hip hop,,
Krippy Kush,Farruko,423495.0,2017.0,reggaeton, latin, latin hip hop, trap latino,,,,,,
Ahora Me Llama,KAROL G,417266.0,2017.0,reggaeton colombiano, trap latino, reggaeton, latin,,,,,,
Without You (feat. Sandro Cavazza),Avicii,1760523.0,2017.0,edm, pop dance, pop, dance pop,,,,,,
Lonely Together (feat. Rita Ora),Avicii,1283668.0,2017.0,edm, pop dance, pop, dance pop,,,,,,
What About Us,P!nk,1174436.0,2017.0,pop, dance pop, post-teen pop,,,,,,,
Silence,Marshmello,1137185.0,2017.0,brostep, pop, progressive electro house, pop dance, edm,,,,,
Angel,Fifth Harmony,847879.0,2017.0,pop, post-teen pop, dance pop, girl group, talent show,,,,,
You Be Love (feat. Billy Raffoul),Avicii,761070.0,2017.0,edm, pop dance, pop, dance pop,,,,,,
Friend Of Mine (feat. Vargas & Lagola),Avicii,668128.0,2017.0,edm, pop dance, pop, dance pop,,,,,,
What Would I Change It To (feat. Aluna),Avicii,589871.0,2017.0,edm, pop dance, pop, dance pop,,,,,,
Let Em Talk (feat. Eagles of Death Metal),Kesha,531101.0,2017.0,dance pop, pop, post-teen pop, electropop,,,,,,
Woman (feat. The Dap-Kings Horns),Kesha,520450.0,2017.0,dance pop, pop, post-teen pop, electropop,,,,,,
Little Of Your Love - BloodPopÂ® Remix,HAIM,488983.0,2017.0,metropopolis, art pop, indie pop, dance pop, pop rock,,,,,
Something New (feat. Ty Dolla $ign),Wiz Khalifa,467193.0,2017.0,pittsburgh rap, rap, pop rap, southern hip hop, trap, hip hop, dance pop,,,
So Much Better - Avicii Remix,Avicii,462354.0,2017.0,edm, pop dance, pop, dance pop,,,,,,
El Farsante,DJ Jonathan,435187.0,2017.0,reggaeton flow,,,,,,,,,
BÃ¡ilame - Remix,Nacho,429646.0,2017.0,pop venezolano, pop reggaeton, pop peruano, latin, latin pop, reggaeton, dominican pop, trap latino,,
Friends (with BloodPopÂ®),Justin Bieber,1477352.0,2017.0,pop, post-teen pop, pop,,,,,,,
Questions,Chris Brown,1040509.0,2017.0,pop rap, dance pop, pop, rnb, rap,,,,,
Younger Now,Miley Cyrus,992746.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
ReggaetÃ³n Lento (Remix),CNCO,920441.0,2017.0,boy band, latin pop, reggaeton, latin,,,,,,
I Get The Bag (feat. Migos),Gucci Mane,612290.0,2017.0,rap, trap, atl hip hop, southern hip hop, pop rap, dirty south rap, gangster rap, hip hop,,
Total Eclipse of The Heart,Bonnie Tyler,450769.0,2017.0,soft rock, new wave pop, europop,,,,,,,
Roll in Peace (feat. XXXTENTACION),Kodak Black,564680.0,2017.0,melodic rap, rap, miami hip hop, florida rap, trap, southern hip hop, hip hop,,,
Se PreparÃ³,Ozuna,436988.0,2017.0,puerto rican pop, trap latino, reggaeton, latin,,,,,,
Look What You Made Me Do,Taylor Swift,7908492.0,2017.0,pop, post-teen pop,,,,,,,,
XO Tour Llif3,Lil Uzi Vert,2808282.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1553494.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Jocelyn Flores,XXXTENTACION,1320964.0,2017.0,miami hip hop, emo rap,,,,,,,,
Sauce It Up,Lil Uzi Vert,1314093.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
444+222,Lil Uzi Vert,1292815.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
TwoÂ®,Lil Uzi Vert,1255517.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Fuck Love (feat. Trippie Redd),XXXTENTACION,1186363.0,2017.0,miami hip hop, emo rap,,,,,,,,
Everybody Dies In Their Nightmares,XXXTENTACION,1079501.0,2017.0,miami hip hop, emo rap,,,,,,,,
Tell Me You Love Me,Demi Lovato,1078878.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
For Real,Lil Uzi Vert,1010475.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
UnFazed (feat. The Weeknd),Lil Uzi Vert,1008252.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
X,Lil Uzi Vert,1006175.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Revenge,XXXTENTACION,998568.0,2017.0,miami hip hop, emo rap,,,,,,,,
He Like That,Fifth Harmony,993922.0,2017.0,pop, post-teen pop, dance pop, girl group, talent show,,,,,
No Sleep Leak,Lil Uzi Vert,982358.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
TÃº Foto,Ozuna,956646.0,2017.0,puerto rican pop, trap latino, reggaeton, latin,,,,,,
Depression & Obsession,XXXTENTACION,934309.0,2017.0,miami hip hop, emo rap,,,,,,,,
Save Me,XXXTENTACION,845395.0,2017.0,miami hip hop, emo rap,,,,,,,,
Feelings Mutual,Lil Uzi Vert,838458.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,838418.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Carry On,XXXTENTACION,816923.0,2017.0,miami hip hop, emo rap,,,,,,,,
Walk On Water,Thirty Seconds To Mars,779106.0,2017.0,post-grunge, modern rock, pop punk, rock,,,,,,
Pretty Mami,Lil Uzi Vert,763350.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Dark Queen,Lil Uzi Vert,714025.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Orlando,XXXTENTACION,708749.0,2017.0,miami hip hop, emo rap,,,,,,,,
How to Talk,Lil Uzi Vert,696349.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Dead Inside (Interlude),XXXTENTACION,692671.0,2017.0,miami hip hop, emo rap,,,,,,,,
The Explanation,XXXTENTACION,690505.0,2017.0,miami hip hop, emo rap,,,,,,,,
Early 20 Rager,Lil Uzi Vert,641980.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
Malfunction,Lil Uzi Vert,624476.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
The Sky Is A Neighborhood,Foo Fighters,621302.0,2017.0,permanent wave, post-grunge, rock, alternative rock, modern rock, alternative metal,,,,
Ayala (Outro),XXXTENTACION,584915.0,2017.0,miami hip hop, emo rap,,,,,,,,
Sky Walker (feat. Travis Scott),Miguel,580635.0,2017.0,rnb, pop, urban contemporary, dance pop,,,,,,
Think Before I Talk,Astrid S,578290.0,2017.0,pop, uk pop, alt z, norwegian pop, indie cafe pop, post-teen pop, electropop, dance pop, tropical house,
Pizza,Martin Garrix,533449.0,2017.0,dutch edm, pop dance, edm, tropical house, pop, progressive house, dance pop,,,
Dont Say You Love Me,Fifth Harmony,528382.0,2017.0,pop, post-teen pop, dance pop, girl group, talent show,,,,,
"Please Shut Up (feat. A$AP Rocky, KEY! & Gucci Mane)",A$AP Mob,526716.0,2017.0,rap, trap, hip hop, vapor trap, southern hip hop,,,,,
Que Va,Alex Sensation,506606.0,2017.0,trap latino, reggaeton,,,,,,,,
What Lovers Do (feat. SZA),Maroon 5,487093.0,2017.0,pop, pop rock,,,,,,,,
If Im Lucky,Jason Derulo,1005981.0,2017.0,dance pop, pop, post-teen pop, pop rap,,,,,,
Provider,Frank Ocean,630067.0,2017.0,lgbtq+ hip hop, neo soul, alternative rnb, pop, hip hop,,,,,
Girls On Boys,Galantis,575093.0,2017.0,pop dance, tropical house, edm, dance pop, pop, electro house,,,,
The Race,Tay-K,465315.0,2017.0,dfw rap, vapor trap, trap, cali rap, underground hip hop, rap,,,,
...Ready For It?,Taylor Swift,2408401.0,2017.0,pop, post-teen pop,,,,,,,,
ExplÃ­cale,Yandel,451434.0,2017.0,reggaeton, latin, trap latino, latin hip hop, reggaeton flow,,,,,
Dusk Till Dawn - Radio Edit,ZAYN,749846.0,2017.0,pop, post-teen pop, uk pop, dance pop,,,,,,
Too Good At Goodbyes - Edit,Sam Smith,3885400.0,2017.0,pop, uk pop, post-teen pop, dance pop,,,,,,
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,1021999.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Disco Tits,Tove Lo,749205.0,2017.0,pop, swedish electropop, electropop, dance pop, metropopolis, swedish synthpop, post-teen pop, swedish pop, pop rap,
No Limit,G-Eazy,741580.0,2017.0,indie pop rap, oakland hip hop, pop rap, rap, hip hop,,,,,
Love So Soft,Kelly Clarkson,733078.0,2017.0,dance pop, post-teen pop, pop, talent show, neo mellow, pop rock,,,,
Youâ€™re The Best Thing About Me,U2,663904.0,2017.0,permanent wave, irish rock, rock,,,,,,,
You Dont Do It For Me Anymore,Demi Lovato,647880.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
ExplÃ­cale (feat. Bad Bunny),Yandel,570509.0,2017.0,reggaeton, latin, trap latino, latin hip hop, reggaeton flow,,,,,
I Believe Im Fine,Robin Schulz,549233.0,2017.0,german dance, tropical house, deep euro house, pop dance, deep house, edm, pop, dance pop,,
Leave Right Now,Thomas Rhett,537126.0,2017.0,modern country rock, contemporary country, country road, country,,,,,,
Too Good At Goodbyes,Sam Smith,3685742.0,2017.0,pop, uk pop, post-teen pop, dance pop,,,,,,
Gucci Gang,Lil Pump,454514.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
Im Not The Only One,Sam Smith,414600.0,2017.0,pop, uk pop, post-teen pop, dance pop,,,,,,
Como Antes (feat. Wisin),Yandel,439039.0,2017.0,reggaeton, latin, trap latino, latin hip hop, reggaeton flow,,,,,
Criminal,Natti Natasha,424450.0,2017.0,rap latina, reggaeton, trap latino, latin, latin pop,,,,,
Transportin,Kodak Black,515792.0,2017.0,melodic rap, rap, miami hip hop, florida rap, trap, southern hip hop, hip hop,,,
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,557733.0,2017.0,pop, dance pop, post-teen pop, electropop,,,,,,
Suena El Dembow,Joey Montana,461239.0,2017.0,latin, pop reggaeton, panamanian pop, reggaeton, pop peruano, latin pop, latin hip hop, trap latino,,
rockstar,Post Malone,2675994.0,2017.0,dfw rap, melodic rap, rap,,,,,,,
Too Much To Ask,Niall Horan,1697802.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,1203818.0,2017.0,pop, nz pop, metropopolis, post-teen pop, electropop, art pop, dance pop,,,
Curve (feat. The Weeknd),Gucci Mane,1021776.0,2017.0,rap, trap, atl hip hop, southern hip hop, pop rap, dirty south rap, gangster rap, hip hop,,
Arrows,Foo Fighters,765715.0,2017.0,permanent wave, post-grunge, rock, alternative rock, modern rock, alternative metal,,,,
Run,Foo Fighters,715545.0,2017.0,permanent wave, post-grunge, rock, alternative rock, modern rock, alternative metal,,,,
Find You,Nick Jonas,695461.0,2017.0,post-teen pop, pop, dance pop, viral pop,,,,,,
Make It Right,Foo Fighters,607070.0,2017.0,permanent wave, post-grunge, rock, alternative rock, modern rock, alternative metal,,,,
La Dee Da,Foo Fighters,534534.0,2017.0,permanent wave, post-grunge, rock, alternative rock, modern rock, alternative metal,,,,
Mistakes,Tove Styrke,498105.0,2017.0,swedish electropop, swedish pop, swedish synthpop, electropop,,,,,,
The Last Of The Real Ones,Fall Out Boy,491454.0,2017.0,pop punk, emo, modern rock,,,,,,,
3 A.M.,Jesse & Joy,482408.0,2017.0,modern alternative pop,,,,,,,,,
DNA,BTS,1188119.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Best Of Me,BTS,987319.0,2017.0,k-pop boy group, k-pop,,,,,,,,
dimple,BTS,865109.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Pied Piper,BTS,818497.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Intro: Serendipity,BTS,807159.0,2017.0,k-pop boy group, k-pop,,,,,,,,
MIC Drop,BTS,767599.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Go Go,BTS,748348.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Outro: Her,BTS,607517.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Skit: Billboard Music Awards Speech,BTS,471506.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Plain Jane,A$AP Ferg,468667.0,2017.0,rap, trap, pop rap, hip hop, southern hip hop, underground hip hop,,,,
Candy Paint,Post Malone,470326.0,2017.0,dfw rap, melodic rap, rap,,,,,,,
September,"Earth, Wind & Fire",501720.0,2017.0,Sorry," ""that one doesnt seem to be on any of these maps yet.""",,,,,,,,
I Just Cant,R3HAB,495601.0,2017.0,pop dance, slap house, edm, dutch house, tropical house, progressive electro house, electro house, dance pop, pop,
Good Old Days (feat. Kesha),Macklemore,1079695.0,2017.0,seattle hip hop, pop rap,,,,,,,,
Stargazing,Kygo,1073292.0,2017.0,tropical house, pop dance, pop, edm,,,,,,
A Different Way (with Lauv),DJ Snake,1032041.0,2017.0,pop, electronic trap, dance pop, edm, pop dance, pop rap,,,,
Phases,ALMA,644384.0,2017.0,dance pop, pop,,,,,,,,
Sexy Dirty Love,Demi Lovato,571929.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
The Spectre,Alan Walker,517150.0,2017.0,pop dance, electro house,,,,,,,,
RÃ©seaux,Niska,481429.0,2017.0,pop urbaine, french hip hop, francoton, rap francais,,,,,,
I Fall Apart,Post Malone,623756.0,2017.0,dfw rap, melodic rap, rap,,,,,,,
Mi Gente (feat. BeyoncÃ©),J Balvin,2766470.0,2017.0,reggaeton colombiano, reggaeton, trap latino, latin,,,,,,
Instruction,Jax Jones,719841.0,2017.0,pop dance, dance, tropical house, dance pop, pop, house, edm, pop rap, post-teen pop, electro house
Ruin The Friendship,Demi Lovato,713290.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Beautiful Trauma,P!nk,678061.0,2017.0,pop, dance pop, post-teen pop,,,,,,,
Thinkin,Miley Cyrus,601568.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Say A,A Boogie Wit da Hoodie,578712.0,2017.0,melodic rap, rap, trap, pop rap,,,,,,
Sturmmaske Auf Intro,Kollegah,573245.0,2017.0,german hip hop,,,,,,,,,
Week Without You,Miley Cyrus,528412.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
I Would Die For You,Miley Cyrus,516312.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Free Fallin,Tom Petty,1264025.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
Runnin Down A Dream,Tom Petty,928840.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
I Wont Back Down,Tom Petty,883222.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
American Girl,Tom Petty and the Heartbreakers,868276.0,2017.0,rock, heartland rock, classic rock, album rock, mellow gold, roots rock, folk rock, soft rock, pop rock, hard rock
Learning To Fly,Tom Petty and the Heartbreakers,722368.0,2017.0,rock, heartland rock, classic rock, album rock, mellow gold, roots rock, folk rock, soft rock, pop rock, hard rock
Mary Janes Last Dance,Tom Petty and the Heartbreakers,679465.0,2017.0,rock, heartland rock, classic rock, album rock, mellow gold, roots rock, folk rock, soft rock, pop rock, hard rock
Breakdown,Tom Petty and the Heartbreakers,657669.0,2017.0,rock, heartland rock, classic rock, album rock, mellow gold, roots rock, folk rock, soft rock, pop rock, hard rock
You Dont Know How It Feels,Tom Petty,650401.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
Wildflowers,Tom Petty,594154.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
You Wreck Me,Tom Petty,590226.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
Refugee,Tom Petty and the Heartbreakers,541013.0,2017.0,rock, heartland rock, classic rock, album rock, mellow gold, roots rock, folk rock, soft rock, pop rock, hard rock
Dont Do Me Like That,Tom Petty and the Heartbreakers,524976.0,2017.0,rock, heartland rock, classic rock, album rock, mellow gold, roots rock, folk rock, soft rock, pop rock, hard rock
Vuelve,Daddy Yankee,486668.0,2017.0,reggaeton, latin, latin hip hop, trap latino,,,,,,
Time To Move On,Tom Petty,483083.0,2017.0,heartland rock, rock, classic rock, mellow gold, singer-songwriter, roots rock, album rock, soft rock, pop rock, folk rock
Let You Down,NF,628310.0,2017.0,pop rap, rap, hip hop,,,,,,,
What Ifs (feat. Lauren Alaina),Kane Brown,498088.0,2017.0,contemporary country, country road,,,,,,,,
New Freezer (feat. Kendrick Lamar),Rich The Kid,494589.0,2017.0,melodic rap, rap, atl hip hop, plugg, trap, southern hip hop, pop rap, hip hop,,
Pray,Sam Smith,1338875.0,2017.0,pop, uk pop, post-teen pop, dance pop,,,,,,
How Long,Charlie Puth,1332050.0,2017.0,pop, viral pop, post-teen pop, dance pop,,,,,,
Help Me Out (with Julia Michaels),Maroon 5,1005643.0,2017.0,pop, pop rock,,,,,,,,
Easy Love,Lauv,716853.0,2017.0,pop, post-teen pop, electropop, dance pop,,,,,,
Boss,Lil Pump,652158.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
D Rose,Lil Pump,615082.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
What U Sayin (feat. Smokepurpp),Lil Pump,591018.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
Perro Fiel (feat. Nicky Jam),Shakira,589136.0,2017.0,colombian pop, dance pop, latin pop, pop, latin,,,,,
Back (feat. Lil Yachty),Lil Pump,573598.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
Flex Like Ouu,Lil Pump,560784.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
Whatever You Want,P!nk,550858.0,2017.0,pop, dance pop, post-teen pop,,,,,,,
Crazy,Lil Pump,545265.0,2017.0,miami hip hop, emo rap, trap, vapor trap, social media pop, rap,,,,
Mans Not Hot,Big Shaq,521010.0,2017.0,london rap,,,,,,,,,
Was du Liebe nennst,Bausa,503954.0,2017.0,german hip hop, german pop,,,,,,,,
Under the Bridge,Red Hot Chili Peppers,477518.0,2017.0,funk rock, funk metal, permanent wave, alternative rock, rock,,,,,
I Get the Bag (feat. Migos),Gucci Mane,1330719.0,2017.0,rap, trap, atl hip hop, southern hip hop, pop rap, dirty south rap, gangster rap, hip hop,,
Revenge (feat. Eminem),P!nk,953001.0,2017.0,pop, dance pop, post-teen pop,,,,,,,
Is That for Me,Alesso,909541.0,2017.0,pop dance, edm, progressive electro house, tropical house, electro house, dance pop, pop,,,
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,778862.0,2017.0,pop dance, tropical house, pop, edm, dance pop, electropop, post-teen pop, electro house, pop edm,
Just Like You,Louis Tomlinson,661817.0,2017.0,pop, post-teen pop,,,,,,,,
High End (feat. Future & Young Thug),Chris Brown,646127.0,2017.0,pop rap, dance pop, pop, rnb, rap,,,,,
We Could Go Back,Jonas Blue,618002.0,2017.0,tropical house, dance, pop dance, pop, dance pop, edm,,,,
For Now,P!nk,545476.0,2017.0,pop, dance pop, post-teen pop,,,,,,,
Enormous (feat. Ty Dolla $ign),Gucci Mane,508981.0,2017.0,rap, trap, atl hip hop, southern hip hop, pop rap, dirty south rap, gangster rap, hip hop,,
Again (feat. XXXTENTACION),Noah Cyrus,448678.0,2017.0,pop, post-teen pop, alt z, dance pop,,,,,,
New,Daya,528544.0,2017.0,pop, uk pop, alt z, post-teen pop, dance pop, electropop, tropical house, indie poptimism, pop dance, edm
Gorgeous,Taylor Swift,3030858.0,2017.0,pop, post-teen pop,,,,,,,,
Kids in Love,Kygo,1520759.0,2017.0,tropical house, pop dance, pop, edm,,,,,,
Bedroom Floor,Liam Payne,1249337.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Patek Water (feat. Offset),Future,1085707.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Whiskey (feat. A$AP Rocky),Maroon 5,943711.0,2017.0,pop, pop rock,,,,,,,,
Anywhere,Rita Ora,883220.0,2017.0,dance pop, pop, uk pop, post-teen pop, australian pop, tropical house, edm, electropop, pop rap,
On The Loose,Niall Horan,818969.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Seeing Blind,Niall Horan,796634.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
No Cap,Future,762728.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Feed Me Dope,Future,665805.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Flicker,Niall Horan,633030.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
All da Smoke,Future,601775.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Three,Future,600089.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Paper Houses,Niall Horan,527392.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
200,Future,521819.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Cruise Ship,Young Thug,520438.0,2017.0,rap, melodic rap, trap, atl hip hop, atl trap, pop rap, hip hop, gangster rap,,
La fÃ³rmula (feat. Chris Jedi),De La Ghetto,474199.0,2017.0,reggaeton, latin hip hop, latin, trap latino, reggaeton flow,,,,,
Wolves,Selena Gomez,1154183.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
I Miss You (feat. Julia Michaels),Clean Bandit,1038673.0,2017.0,pop, dance, dance pop, uk funky, tropical house, pop dance, post-teen pop, edm,,
MotorSport,Migos,967204.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Burning,Sam Smith,870941.0,2017.0,pop, uk pop, post-teen pop, dance pop,,,,,,
All Falls Down (feat. Juliander),Alan Walker,787488.0,2017.0,pop dance, electro house,,,,,,,,
Rake It Up (feat. Nicki Minaj),Yo Gotti,733818.0,2017.0,trap, southern hip hop, pop rap, tennessee hip hop, rap, dirty south rap, gangster rap, memphis hip hop, hip hop,
Never Let You Go (feat. John Newman),Kygo,633550.0,2017.0,tropical house, pop dance, pop, edm,,,,,,
Love U Better (feat. Lil Wayne & The-Dream),Nathaniel Alford,613102.0,2017.0,rnb, pop rap, urban contemporary, dance pop, trap, pop, pop rnb, rap, southern hip hop, hip hop
Dont Judge Me (feat. Future & Swae Lee),Ty Dolla $ign,572137.0,2017.0,pop rap, trap, trap soul, rnb, southern hip hop, pop, hip hop,,,
When I Was Young,MÃ˜,560579.0,2017.0,electropop, pop, tropical house, dance pop, art pop, danish pop, indie poptimism,,,
Por Favor,Pitbull,555061.0,2017.0,miami hip hop, dance pop, pop, pop rap, latin,,,,,
Ex (feat. YG),Ty Dolla $ign,518102.0,2017.0,pop rap, trap, trap soul, rnb, southern hip hop, pop, hip hop,,,
Thriller,Michael Jackson,552786.0,2017.0,soul, rnb, pop,,,,,,,
SUTRA,Sebastian Yatra,526200.0,2017.0,reggaeton colombiano, colombian pop, reggaeton, latin,,,,,,
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,471680.0,2017.0,pop rap, dance pop, pop, rnb, rap,,,,,
Ghostface Killers,21 Savage,1750418.0,2017.0,atl hip hop, rap, trap, hip hop,,,,,,
Ghostbusters,Ray Parker Jr.,1181517.0,2017.0,disco, post-disco, funk, quiet storm,,,,,,
Ric Flair Drip (& Metro Boomin),Offset,1170514.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop, hip hop,,,,
Rap Saved Me,21 Savage,1154702.0,2017.0,atl hip hop, rap, trap, hip hop,,,,,,
My Choppa Hate Niggas,21 Savage,936635.0,2017.0,atl hip hop, rap, trap, hip hop,,,,,,
Nightmare,Offset,882207.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop, hip hop,,,,
Disrespectful,21 Savage,837924.0,2017.0,atl hip hop, rap, trap, hip hop,,,,,,
Mad Stalkers,21 Savage,822950.0,2017.0,atl hip hop, rap, trap, hip hop,,,,,,
Highway to Hell,AC/DC,791963.0,2017.0,hard rock, rock, australian rock,,,,,,,
Monster Mash,"Bobby ""Boris"" Pickett",744345.0,2017.0,novelty, halloween,,,,,,,,
Run Up the Racks,21 Savage,708736.0,2017.0,atl hip hop, rap, trap, hip hop,,,,,,
Somebodys Watching Me - Single Version,Rockwell,642478.0,2017.0,new wave pop, new romantic, new wave, soft rock, synthpop, mellow gold, disco, album rock, motown, quiet storm
